form,tags
forêt primitive,
forêt vierge,
forêts,['plural']
forêts noires,['plural']
forêts primaires,['plural']
forêts primitives,['plural']
forêts vierges,['plural']
fosse,
fosse commune,
fosse septique,
fosses,['plural']
fosses communes,['plural']
fosses septiques,['plural']
fossette,
fossettes,['plural']
fossile,
fossile vivant,
fossiles,['plural']
fossiles vivants,['plural']
fossilisation,
fossilisations,['plural']
fossoyeur,
fossoyeurs,['plural']
fossoyeuse,['feminine']
fossoyeuses,['plural']
fossé,
fossés,['plural']
fou,
fou de Bassan,
fou de la gâchette,
fou du roi,
fou du volant,
fou furieux,
fou rire,
fouace,
fouaces,['plural']
fouane,
fouanes,['plural']
foucade,
foucades,['plural']
foudre,
foudre de guerre,
foudres,['plural']
foudres de guerre,['plural']
fouet,
fouets,['plural']
fouette-cul,['plural']
fouette-culs,['plural']
fouettement,
fouettements,['plural']
fouetteur,
fouetteurs,['plural']
fouetteuse,['feminine']
fouetteuses,['plural']
foufou,
foufoune,
foufounes,['plural']
foufounette,
foufounettes,['plural']
foufous,['plural']
fougasse,
fougasses,['plural']
fougeraie,
fougeraies,['plural']
fougue,
fougues,['plural']
fougère,
fougères,['plural']
fouille,
fouille-merde,['plural']
fouilles,['plural']
fouilleur,
fouilleurs,['plural']
fouilleuse,['feminine']
fouilleuses,['plural']
fouillis,['plural']
fouinard,
fouinarde,['feminine']
fouinards,['plural']
fouine,
fouines,['plural']
fouineur,
fouineurs,['plural']
fouineuse,['feminine']
fouineuses,['plural']
foulage,
foulages,['plural']
foulard,
foulards,['plural']
foule,
foules,['plural']
fouleur,
fouleurs,['plural']
fouleuse,['feminine']
fouleuses,['plural']
fouloir,
fouloirs,['plural']
foulon,
foulonne,['feminine']
foulons,['plural']
foulque,
foulques,['plural']
foultitude,
foultitudes,['plural']
foulure,
foulures,['plural']
foulée,
foulées,['plural']
foune,
founes,['plural']
four,
four micro-onde,
four micro-ondes,['plural']
four à micro-ondes,
fourbe,
fourberie,
fourberies,['plural']
fourbes,['plural']
fourbi,
fourbis,['plural']
fourbisseur,
fourbisseurs,['plural']
fourbisseuse,['feminine']
fourbisseuses,['plural']
fourche,
fourche à vanner,
fourche à vanners,['plural']
fourches,['plural']
fourchette,
fourchette sternale,
fourchette vulvaire,
fourchette à découper,
fourchette à fondue,
fourchette à gâteau,
fourchette à poisson,
fourchette à salade,
fourchettes,['plural']
fourchettes sternales,['plural']
fourchettes vulvaires,['plural']
fourchettes à découper,['plural']
fourchettes à fondue,['plural']
fourchettes à gâteau,['plural']
fourchettes à poisson,['plural']
fourchettes à salade,['plural']
fourgon,
fourgonnette,
fourgonnettes,['plural']
fourgons,['plural']
fouriérisme,
fouriérismes,['plural']
fourme,
fourmes,['plural']
fourmi,
fourmilier,
fourmilier géant,
fourmilier nain,
fourmiliers,['plural']
fourmiliers géants,['plural']
fourmiliers nains,['plural']
fourmilion,
fourmilions,['plural']
fourmilière,
fourmilières,['plural']
fourmillement,
fourmillements,['plural']
fourmis,['plural']
fournaise,
fournaises,['plural']
fourneau,
fourneaux,['plural']
fournil,
fournils,['plural']
fourniment,
fourniments,['plural']
fournisseur,
fournisseurs,['plural']
fournisseuse,['feminine']
fournisseuses,['plural']
fourniture,
fournitures,['plural']
fournée,
fournées,['plural']
fourrage,
fourrages,['plural']
fourragère,
fourragères,['plural']
fourre,
fourre-tout,['plural']
fourreau,
fourreaux,['plural']
fourres,['plural']
fourreur,
fourreurs,['plural']
fourreuse,['feminine']
fourrière,
fourrières,['plural']
fourrure,
fourrures,['plural']
fourré,
fourrés,['plural']
fours,['plural']
fours à micro-ondes,['plural']
fous,['plural']
fous de Bassan,['plural']
fous de la gâchette,['plural']
fous du roi,['plural']
fous du volant,['plural']
fous furieux,['plural']
fous rires,['plural']
foutage de gueule,
foutages de gueule,['plural']
foutaise,
foutaises,['plural']
fouterie,
fouteries,['plural']
fouteur,
fouteur de merde,
fouteurs,['plural']
fouteurs de merde,['plural']
fouteuse,['feminine']
fouteuse de merde,['feminine']
foutoir,
foutoirs,['plural']
foutre,
foutres,['plural']
foux,
fouée,
fouées,['plural']
fouëne,
fouënes,['plural']
fovéa,
fovéas,['plural']
fox-trot,
fox-trots,['plural']
fox-trott,
fox-trotts,['plural']
foyer,
foyers,['plural']
foène,
foènes,['plural']
foëne,
foënes,['plural']
fqih,
fqihs,['plural']
frac,
fracas,['plural']
fracs,['plural']
fractal,
fractale,
fractales,['plural']
fractals,['plural']
fractaux,['plural']
fraction,
fractionnement,
fractionnements,['plural']
fractionnisme,
fractionnismes,['plural']
fractionniste,
fractionnistes,['plural']
fractions,['plural']
fracturation,
fracturation hydraulique,
fracture,
fracture ouverte,
fractures,['plural']
fractures ouvertes,['plural']
fragilisation,
fragilisations,['plural']
fragilité,
fragilités,['plural']
fragmens,
fragment,
fragment d'Okazaki,
fragmentation,
fragmentations,['plural']
fragments,['plural']
fragments d'Okazaki,['plural']
fragon,
fragons,['plural']
fragrance,
fragrances,['plural']
frai,
fraicheur,
fraicheurs,['plural']
frairie,
frairies,['plural']
frais,['plural']
frais d'inscription,
frais de port,
frais de scolarité,
frais de scolarités,
fraisage,
fraisages,['plural']
fraise,
fraise des bois,
fraiseraie,
fraiseraies,['plural']
fraises,['plural']
fraises des bois,['plural']
fraiseur,
fraiseurs,['plural']
fraiseuse,['feminine']
fraiseuses,['plural']
fraisier,
fraisiers,['plural']
fraisil,
fraisils,['plural']
fraké,
frakés,['plural']
framboise,
framboiseraie,
framboiseraies,['plural']
framboises,['plural']
framboisier,
framboisiers,['plural']
franc,
franc CFA,
franc français,
franc suisse,
franc-comtois,
franc-jeu,
franc-maçon,
franc-maçonne,['feminine']
franc-tireur,
franchisage,
franchisages,['plural']
franchise,
franchises,['plural']
franchiseur,
franchiseurs,['plural']
franchisme,
franchissement,
franchissements,['plural']
francien,
francique,
francique ripuaire,
francisation,
francisations,['plural']
francisque,
francisques,['plural']
franciste,
francistes,['plural']
francitan,
francitans,['plural']
francitude,
francitudes,['plural']
francité,
francités,['plural']
francium,
franckisme,
franco-provençal,
francolin,
francolins,['plural']
franconien,
francophile,
francophiles,['plural']
francophilie,
francophilies,['plural']
francophobe,
francophobes,['plural']
francophobie,
francophobies,['plural']
francophone,
francophones,['plural']
francophonie,
francs,['plural']
francs CFA,['plural']
francs français,['plural']
francs suisses,['plural']
francs-maçons,['plural']
francs-tireurs,['plural']
frange,
franges,['plural']
frangin,['masculine']
frangine,['feminine']
frangines,['plural']
frangins,['plural']
frangipane,
frangipanes,['plural']
frangipanier,
frangipaniers,['plural']
franglais,
frankisme,
frankiste,
frankistes,['plural']
franquette,
franquisme,
franquismes,['plural']
français,
français cassé,
françate,
françates,['plural']
frapadingue,
frapadingues,['plural']
frappadingue,
frappadingues,['plural']
frappe,
frappes,['plural']
frappeur,
frappeurs,['plural']
frappeuse,['feminine']
frappeuses,['plural']
frappuccino,
frappuccinos,['plural']
frappé,
frappés,['plural']
frasage,
frasages,['plural']
frasque,
frasques,['plural']
fraternisation,
fraternisations,['plural']
fraternité,
fraternités,['plural']
fratricide,
fratricides,['plural']
fratrie,
fratries,['plural']
fraude,
fraude fiscale,
fraudes,['plural']
fraudes fiscales,['plural']
fraudeur,
fraudeurs,['plural']
fraudeuse,['feminine']
fraudeuses,['plural']
fraudulosité,
fraudulosités,['plural']
fraxinine,
fraxinines,['plural']
frayeur,
frayeurs,['plural']
fraîcheur,
fraîcheurs,['plural']
fredaine,
fredaines,['plural']
fredonneur,['masculine']
fredonneurs,['plural']
fredonneuse,['feminine']
fredonneuses,['plural']
free-lance,
free-lances,['plural']
freelance,
freelances,['plural']
freesia,
freesias,['plural']
freestyle,
freezer,
freezers,['plural']
frein,
frein à disque,
frein à main,
freinage,
freinages,['plural']
freins,['plural']
freins à disque,['plural']
freins à main,['plural']
frelon,
frelon européen,
frelons,['plural']
frelons européens,['plural']
freluquet,
freluquets,['plural']
french tacos,['plural']
french touch,
fresque,
fresques,['plural']
fresquiste,
fresquistes,['plural']
fressure,
fressures,['plural']
fret,
fretin,
fretins,['plural']
frets,['plural']
frette,
frettes,['plural']
freudisme,
freudismes,['plural']
freux,['plural']
friabilité,
friabilités,['plural']
friand,
friandise,
friandises,['plural']
friands,['plural']
fric,
fricandeau,
fricandeaux,['plural']
fricassée,
fricassées,['plural']
fricative,
fricatives,['plural']
friche,
friches,['plural']
frichti,
frichtis,['plural']
fricot,
fricoteur,
fricoteurs,['plural']
fricoteuse,['feminine']
fricots,['plural']
friction,
frictions,['plural']
frifri,
frifris,['plural']
frigidaire,
frigidaires,['plural']
frigidarium,
frigidariums,['plural']
frigidité,
frigidités,['plural']
frigo,
frigo américain,
frigolite,
frigoporteur,
frigoporteurs,['plural']
frigorie,
frigories,['plural']
frigos,['plural']
frigos américains,['plural']
frigoule,
frigoules,['plural']
frigélisation,
frigélisations,['plural']
frilosité,
frilosités,['plural']
frimaire,
frimaires,['plural']
frimas,['plural']
frime,
frimes,['plural']
frimeur,['masculine']
frimeurs,['plural']
frimeuse,['feminine']
frimeuses,['plural']
frimousse,
frimousses,['plural']
fringale,
fringales,['plural']
fringue,
fringues,['plural']
frioulan,
fripe,
friperie,
friperies,['plural']
fripes,['plural']
fripier,['masculine']
fripiers,['plural']
fripière,['feminine']
fripières,['plural']
fripon,
friponne,['feminine']
friponnerie,
friponneries,['plural']
fripons,['plural']
fripouille,
fripouilles,['plural']
frisbee,
frisbees,['plural']
frise,
frise chronologique,
friselis,['plural']
frises,['plural']
frises chronologiques,['plural']
frisette,
frisettes,['plural']
friseur,['masculine']
friseurs,['plural']
friseuse,['feminine']
friseuses,['plural']
frison,
frisons,['plural']
frisotis,
frisottis,
frisson,
frissonnement,
frissonnements,['plural']
frissons,['plural']
frisure,
frisures,['plural']
frite,
friterie,
friteries,['plural']
frites,['plural']
friteuse,
friteuses,['plural']
fritillaire,
fritillaire damier,
fritillaire des Pyrénées,
fritillaire pintade,
fritillaires,['plural']
fritillaires damiers,['plural']
fritillaires des Pyrénées,['plural']
fritillaires pintades,['plural']
frittage,
frittages,['plural']
friture,
fritures,['plural']
frivolité,
frivolités,['plural']
froc,
frocs,['plural']
froid,
froid de canard,
froideur,
froideurs,['plural']
froidure,
froidures,['plural']
froissement,
froissements,['plural']
fromage,
fromage blanc,
fromage de chèvre,
fromage frais,
fromage à la pie,
fromager,
fromagerie,
fromageries,['plural']
fromagers,['plural']
fromages,['plural']
fromages de chèvre,['plural']
fromages frais,['plural']
fromages à la pie,['plural']
fromagier,
fromagiers,
fromagière,
fromagières,
fromagophile,
fromagophiles,['plural']
fromagère,['feminine']
fromagères,['plural']
froment,
froments,['plural']
fronce,
froncement,
froncements,['plural']
fronces,['plural']
frondaison,
frondaisons,['plural']
fronde,
frondes,['plural']
frondeur,
frondeurs,['plural']
frondeuse,['feminine']
frondeuses,['plural']
fronsac,
fronsacs,['plural']
front,
front intérieur,
frontalier,
frontaliers,['plural']
frontalité,
frontalités,['plural']
frontalière,['feminine']
frontalières,['plural']
fronteau,
fronteaux,['plural']
frontispice,
frontispices,['plural']
frontiste,
frontistes,['plural']
frontière,
frontières,['plural']
fronton,
frontons,['plural']
fronts,['plural']
fronts intérieurs,['plural']
frottage,
frottages,['plural']
frottement,
frottements,['plural']
frotteur,
frotteurisme,
frotteurismes,['plural']
frotteurs,['plural']
frotteuse,['feminine']
frotteuses,['plural']
frottis,['plural']
frottoir,
frottoirs,['plural']
frou-frou,
frou-frous,
froufrou,
froufrous,['plural']
froumi,
froumis,['plural']
frous-frous,['plural']
frousse,
frousses,['plural']
fructane,
fructanes,['plural']
fructidor,
fructidors,['plural']
fructification,
fructifications,['plural']
fructose,
frugalité,
frugalités,['plural']
frugivore,
frugivores,['plural']
fruict,
fruicts,['plural']
fruit,
fruit de la passion,
fruit de mer,
fruit du dragon,
fruit défendu,
fruit sec,
fruit à coque,
fruiterie,
fruiteries,['plural']
fruiticulteur,['masculine']
fruiticulteurs,['plural']
fruiticultrice,['feminine']
fruiticultrices,['plural']
fruitier,
fruitiers,['plural']
fruitière,
fruitières,['plural']
fruits,['plural']
fruits de la passion,['plural']
fruits de mer,['plural']
fruits du dragon,['plural']
fruits défendus,['plural']
fruits secs,['plural']
fruits à coque,['plural']
frusques,
frustration,
frustrations,['plural']
fruticée,
fruticées,['plural']
frère,
frère d'armes,
frère de lait,
frère de sang,
frère siamois,
frères,['plural']
frères d'armes,['plural']
frères de lait,['plural']
frères de sang,['plural']
frères siamois,['plural']
frégate,
frégates,['plural']
frémissement,
frémissements,['plural']
frémont,
frémonts,['plural']
frénésie,
frénésies,['plural']
fréon,
fréons,['plural']
fréquence,
fréquencemètre,
fréquencemètres,['plural']
fréquences,['plural']
fréquentatif,
fréquentatifs,['plural']
fréquentation,
fréquentations,['plural']
frérot,['masculine']
frérots,['plural']
frésillon,
frésillons,['plural']
fréteur,
fréteurs,['plural']
fréteuse,['feminine']
fréteuses,['plural']
frênaie,
frênaies,['plural']
frêne,
frêne commun,
frênes,['plural']
frênes communs,['plural']
frôlement,
frôlements,['plural']
frœur,
frœurs,['plural']
fuchsia,
fuchsias,['plural']
fuchsine,
fuchsines,['plural']
fucoxanthine,
fucoxanthines,['plural']
fucoïdane,
fucoïdanes,['plural']
fucus,['plural']
fuel,
fuels,['plural']
fugacité,
fugacités,['plural']
fugitif,['masculine']
fugitifs,['plural']
fugitive,['feminine']
fugitives,['plural']
fugue,
fugues,['plural']
fugueur,
fugueurs,['plural']
fugueuse,['feminine']
fuite,
fuite de données,
fuite des cerveaux,
fuite en avant,
fuites,['plural']
fuites de données,['plural']
fuites des cerveaux,['plural']
fuites en avant,['plural']
fulani,
fulguration,
fulgurations,['plural']
full,
fullerène,
fullerènes,['plural']
fulls,['plural']
fulmination,
fulminations,['plural']
fumage,
fumage de moquette,
fumages,['plural']
fumages de moquette,['plural']
fumaison,
fumaisons,['plural']
fumana,
fumanas,['plural']
fumerie,
fumeries,['plural']
fumerolle,
fumerolles,['plural']
fumet,
fumeterre,
fumeterres,['plural']
fumets,['plural']
fumette,
fumettes,['plural']
fumeur,
fumeurs,['plural']
fumeuse,['feminine']
fumiciel,
fumiciels,['plural']
fumier,
fumiers,['plural']
fumigateur,
fumigateurs,['plural']
fumigation,
fumigations,['plural']
fumigène,
fumigènes,['plural']
fumiste,
fumisterie,
fumisteries,['plural']
fumistes,['plural']
fumivore,
fumivores,['plural']
fumoir,
fumoirs,['plural']
fumonisine,
fumonisines,['plural']
fumure,
fumures,['plural']
fumée,
funambule,
funambules,['plural']
funambulisme,
funambulismes,['plural']
fungarium,
fungariums,['plural']
fungus,['plural']
funiculaire,
funiculaires,['plural']
funicule,
funicules,['plural']
funéraille,
funérailles,['plural']
funérarium,
funérariums,['plural']
fur,
furane,
furanes,['plural']
furanéol,
furet,
fureteur,['masculine']
fureteurs,['plural']
fureteuse,['feminine']
fureteuses,['plural']
furets,['plural']
fureur,
fureurs,['plural']
furfural,
furfurals,['plural']
furie,
furies,['plural']
furigana,['plural']
furiganas,['plural']
furoncle,
furoncles,['plural']
furosémide,
furosémides,['plural']
furries,['plural']
furry,
furtivité,
furtivités,['plural']
fusain,
fusains,['plural']
fusariose,
fusarioses,['plural']
fuscine,
fuscines,['plural']
fuseau,
fuseau horaire,
fuseaux,['plural']
fuseaux horaires,['plural']
fuselage,
fuselages,['plural']
fuselier,
fuseliers,['plural']
fusement,
fusements,['plural']
fusibilité,
fusibilités,['plural']
fusible,
fusibles,['plural']
fusil,
fusil d'assaut,
fusil de chasse,
fusil de précision,
fusil à canon scié,
fusil-mitrailleur,
fusilier,
fusiliers,['plural']
fusillade,
fusillades,['plural']
fusils,['plural']
fusils d'assaut,['plural']
fusils de chasse,['plural']
fusils de précision,['plural']
fusils à canon scié,['plural']
fusils-mitrailleurs,['plural']
fusion,
fusionnement,
fusionnements,['plural']
fusions,['plural']
fustanelle,
fustanelles,['plural']
fustel,
fustels,['plural']
fustet,
fustets,['plural']
fustigateur,
fustigateurs,['plural']
fustigation,
fustigations,['plural']
fustine,
fustines,['plural']
fusée,
fusées,['plural']
fut,
futaie,
futaies,['plural']
futaille,
futailles,['plural']
futal,
futals,['plural']
futilité,
futilités,['plural']
futs,['plural']
futsal,
futur,
futur antérieur,
futur simple,
futurisme,
futurismes,['plural']
futuriste,
futuristes,['plural']
futurologie,
futurologue,
futurologues,['plural']
futurs,['plural']
fuyard,
fuyarde,['feminine']
fuyardes,['plural']
fuyards,['plural']
fâcherie,
fâcheries,['plural']
fæces,
fèces,
fève,
fèverole,
fèveroles,['plural']
fèves,['plural']
fébrifuge,
fébrifuges,['plural']
fébrilité,
fébrilités,['plural']
féca,
fécial,
féciaux,['plural']
fécondabilité,
fécondabilités,['plural']
fécondation,
fécondations,['plural']
fécondité,
fécondités,['plural']
fécule,
féculence,
féculences,['plural']
féculent,
féculents,['plural']
fécules,['plural']
fédité,
fédéralisation,
fédéralisations,['plural']
fédéralisme,
fédéralismes,['plural']
fédéraliste,
fédéralistes,['plural']
fédéraste,
fédérastes,['plural']
fédérateur,
fédérateurs,['plural']
fédérateuse,['feminine']
fédération,
fédérations,['plural']
fédératrice,
fédératrices,['plural']
fée,
fée des dents,
fée du logis,
fée verte,
féerie,
féeries,['plural']
fées,['plural']
fées des dents,['plural']
fées du logis,['plural']
fées vertes,['plural']
félibre,
félibres,['plural']
félibresse,['feminine']
félicitation,
félicitations,['plural']
félicité,
félicités,['plural']
félidé,
félidés,['plural']
félin,
félinerie,
félineries,['plural']
félinité,
félinités,['plural']
félins,['plural']
félon,
félonie,
félonies,['plural']
félonne,['feminine']
félons,['plural']
féminazi,['masculine']
féminazie,['feminine']
féminazies,['plural']
féminazis,['plural']
féminicide,
féminicides,['plural']
féminilité,
féminilités,['plural']
féminin,
féminins,['plural']
féminisation,
féminisations,['plural']
féminisme,
féminisme radical,
féminismes,['plural']
féminismes radicaux,['plural']
féministe,
féministes,['plural']
féminitude,
féminitudes,['plural']
féminité,
féminités,['plural']
féminologie,
fémur,
fémurs,['plural']
féodalisme,
féodalismes,['plural']
féodalité,
féodalités,['plural']
féralies,
férocité,
férocités,['plural']
féron,
férons,['plural']
féroïen,
féru,
férue,['feminine']
férule,
férule commune,
férules,['plural']
férules communes,['plural']
férus,['plural']
fétial,
fétiaux,['plural']
fétiche,
fétiches,['plural']
fétichisation,
fétichisations,['plural']
fétichisme,
fétichismes,['plural']
fétichiste,
fétichistes,['plural']
féticide,
féticides,['plural']
fétidité,
fétidités,['plural']
fétu,
fétuine,
fétuines,['plural']
fétuque,
fétuques,['plural']
fétus,['plural']
févier,
féviers,['plural']
févr.,
février,
févriers,['plural']
fêlure,
fêlures,['plural']
fêtard,
fêtarde,['feminine']
fêtardes,['plural']
fêtards,['plural']
fête,
fête champêtre,
fête des Mères,
fête des Pères,
fête des Rois,
fête du Rois,"['canonical', 'feminine']"
fête du Travail,
fête foraine,
fêtes,['plural']
fêtes champêtres,['plural']
fêtes foraines,['plural']
fût,
fûts,['plural']
führer,
führers,['plural']
fœdité,
fœdération,
fœdérations,['plural']
fœhn,
fœticide,
fœticides,['plural']
fœtoscopie,
fœtoscopies,['plural']
fœtus,['plural']
gabar,
gabardine,
gabardines,['plural']
gabare,
gabares,['plural']
gabaret,
gabarets,['plural']
gabari,
gabariage,
gabariages,['plural']
gabarieur,
gabarieurs,['plural']
gabaris,['plural']
gabarit,
gabarits,['plural']
gabars,['plural']
gabegie,
gabegies,['plural']
gabelage,
gabelages,['plural']
gabelle,
gabelles,['plural']
gabier,['masculine']
gabiers,['plural']
gabière,['feminine']
gabières,['plural']
gade,
gades,['plural']
gadget,
gadgets,['plural']
gadin,
gadins,['plural']
gadji,['feminine']
gadjis,['plural']
gadjo,
gadjos,['plural']
gadjé,['plural']
gadolinate,
gadolinates,['plural']
gadolinium,
gadouard,
gadouards,['plural']
gadoue,
gadoues,['plural']
gaduine,
gaffe,
gaffes,['plural']
gaffeur,
gaffeurs,['plural']
gaffeuse,['feminine']
gaffeuses,['plural']
gag,
gage,
gages,['plural']
gageure,
gageures,['plural']
gageüre,
gageüres,['plural']
gagman,
gagmans,['plural']
gagnant,
gagnante,['feminine']
gagnantes,['plural']
gagnants,['plural']
gagne-denier,
gagne-deniers,['plural']
gagne-pain,['plural']
gagne-pains,['plural']
gagne-petit,['plural']
gagneur,
gagneurs,['plural']
gagneuse,['feminine']
gagneuses,['plural']
gags,['plural']
gaieté,
gaieté de cœur,
gaietés,['plural']
gaillac,
gaillacs,['plural']
gaillard,
gaillard d'avant,
gaillard d'avants,
gaillarde,
gaillardise,
gaillardises,['plural']
gaillards,['plural']
gaillards d'avant,['plural']
gaillet,
gaillets,['plural']
gain,
gain de cause,
gain de temps,
gainage,
gainages,['plural']
gaine,
gaines,['plural']
gains,['plural']
gains de temps,['plural']
gaité,
gaités,['plural']
gal,
galactagogue,
galactagogues,['plural']
galactite,
galactites,['plural']
galactomètre,
galactomètres,['plural']
galactophage,
galactophages,['plural']
galactose,
galago,
galagos,['plural']
galalithe,
galalithes,['plural']
galant,
galanterie,
galanteries,['plural']
galantin,
galantine,
galantines,['plural']
galantins,['plural']
galants,['plural']
galapiat,
galapiats,['plural']
galate,
galaxie,
galaxies,['plural']
galbanum,
galbanums,['plural']
galbe,
galbes,['plural']
gale,
galerie,
galerie marchande,
galeries,['plural']
galeries marchandes,['plural']
galeriste,
galeristes,['plural']
galerne,
galernes,['plural']
gales,['plural']
galet,
galetas,['plural']
galets,['plural']
galette,
galette des rois,
galettes,['plural']
galettes des rois,['plural']
galgal,
galgaux,['plural']
galicien,
galimafrée,
galimafrées,['plural']
galimatias,['plural']
galion,
galions,['plural']
galiot,
galiote,
galiotes,['plural']
galiots,['plural']
galipette,
galipettes,['plural']
galipot,
galipots,['plural']
gallacétophénone,
gallacétophénones,['plural']
galle,
galles,['plural']
gallican,
gallicane,['feminine']
gallicanisme,
gallicanismes,['plural']
gallicans,['plural']
gallicisme,
gallicismes,['plural']
gallinule,
gallinules,['plural']
gallium,
gallo,
gallodrome,
gallodromes,['plural']
gallois,
gallomanie,
gallomanies,['plural']
gallon,
gallons,['plural']
galléine,
gallérie,
galléries,['plural']
galoche,
galoches,['plural']
galon,
galonnier,
galonniers,['plural']
galons,['plural']
galop,
galopade,
galopades,['plural']
galopin,
galopins,['plural']
galops,['plural']
gals,['plural']
galuchat,
galuchats,['plural']
galurin,
galurins,['plural']
galvanisation,
galvanisations,['plural']
galvaniseur,
galvaniseurs,['plural']
galvanisme,
galvanismes,['plural']
galvanomagnétisme,
galvanomagnétismes,['plural']
galvanomètre,
galvanomètres,['plural']
galvanoplastie,
galvanoplasties,['plural']
galvanoscope,
galvanoscopes,['plural']
galvanotaxie,
galvanotaxies,['plural']
galvanotropisme,
galvanotropismes,['plural']
galvanotype,
galvanotypes,['plural']
galvanotypie,
galvanotypies,['plural']
galène,
galènes,['plural']
galère,
galères,['plural']
galéjade,
galéjades,['plural']
galénisme,
galérien,
galériens,['plural']
gamache,
gamaches,['plural']
gamahucheur,
gamahucheurs,['plural']
gamahucheuse,['feminine']
gamahucheuses,['plural']
gamba,
gambade,
gambades,['plural']
gambas,['plural']
gambe,
gambes,['plural']
gambette,
gambettes,['plural']
gambier,
gambiers,['plural']
gambille,
gambilles,['plural']
gambison,
gambisons,['plural']
gambiste,
gambistes,['plural']
gambit,
gambits,['plural']
gamelan,
gamelans,['plural']
gamelle,
gamelles,['plural']
gamer,
gamers,['plural']
gamin,['masculine']
gamine,['feminine']
gaminerie,
gamineries,['plural']
gamines,['plural']
gamins,['plural']
gamma,['plural']
gammaglobuline,
gammaglobulines,['plural']
gamme,
gammes,['plural']
gamos,['plural']
gamète,
gamètes,['plural']
gamétogenèse,
gamétogenèses,['plural']
gamétophyte,
gamétophytes,['plural']
ganache,
ganaches,['plural']
ganadero,
ganaderos,['plural']
gandhisme,
gandoura,
gandouras,['plural']
gang,
ganga,
gangan,
gangans,['plural']
gangas,['plural']
ganglion,
ganglion lymphatique,
ganglions,['plural']
ganglions lymphatiques,['plural']
gangræne,
gangrænes,['plural']
gangrène,
gangrènes,['plural']
gangs,['plural']
gangster,
gangsters,['plural']
gangstérisme,
gangstérismes,['plural']
gangue,
gangues,['plural']
ganse,
ganses,['plural']
gansette,
gansettes,['plural']
gant,
gant de boxe,
gant de toilette,
gantelet,
gantelets,['plural']
ganterie,
ganteries,['plural']
gantier,
gantiers,['plural']
gantière,['feminine']
gantières,['plural']
gants,['plural']
gants de boxe,['plural']
gants de toilette,['plural']
ganymède,
ganymèdes,['plural']
gaoulé,
gap,
gaps,['plural']
garage,
garage à bites,
garages,['plural']
garages à bites,['plural']
garagiste,
garagistes,['plural']
garance,
garances,['plural']
garant,
garantie,
garanties,['plural']
garantissabilité,
garantissabilités,['plural']
garants,['plural']
garbure,
garbures,['plural']
garce,
garces,['plural']
garde,
garde alternée,
garde des reins,
garde du corps,
garde forestier,
garde rapprochée,
garde à vue,
garde-boue,['plural']
garde-chasse,
garde-collet,
garde-collets,['plural']
garde-corps,['plural']
garde-côte,
garde-côtes,['plural']
garde-dame,
garde-dames,['plural']
garde-feu,
garde-feux,['plural']
garde-fou,
garde-fous,['plural']
garde-magasin,
garde-manger,['plural']
garde-queue,
garde-queues,['plural']
garde-robe,
garde-robes,['plural']
garderie,
garderies,['plural']
gardes,['plural']
gardes des reins,['plural']
gardes du corps,['plural']
gardes forestiers,['plural']
gardes rapprochées,['plural']
gardes à vue,['plural']
gardes-chasse,['plural']
gardes-chasses,['plural']
gardes-dames,['plural']
gardes-magasins,['plural']
gardeur,['masculine']
gardeurs,['plural']
gardeuse,['feminine']
gardeuses,['plural']
gardian,
gardians,['plural']
gardiateur,
gardiateurs,['plural']
gardien,
gardien d'urgence,
gardien de but,
gardien de la paix,
gardien de phare,
gardiennage,
gardiennages,['plural']
gardienne,['feminine']
gardienne d'urgence,['feminine']
gardienne de but,['feminine']
gardienne de buts,['plural']
gardienne de la paix,['feminine']
gardienne de phare,['feminine']
gardiennes,['plural']
gardiennes de but,
gardiennes de la paix,['plural']
gardiennes de phare,['plural']
gardiens,['plural']
gardiens d'urgence,['plural']
gardiens de but,['plural']
gardiens de la paix,['plural']
gardiens de phare,['plural']
gardon,
gardons,['plural']
gardénal,
gardénals,['plural']
gardénia,
gardénias,['plural']
gare,
gare ferroviaire,
gare routière,
garenne,
garennes,['plural']
garennier,
garenniers,['plural']
garennière,['feminine']
garennières,['plural']
gares,['plural']
gares ferroviaires,['plural']
gares routières,['plural']
gargarisme,
gargarismes,['plural']
gargot,
gargote,
gargotes,['plural']
gargotier,['masculine']
gargotiers,['plural']
gargotière,['feminine']
gargotières,['plural']
gargots,['plural']
gargouillade,
gargouillades,['plural']
gargouille,
gargouillement,
gargouillements,['plural']
gargouilles,['plural']
gargouillis,
gargoulette,
gargoulettes,['plural']
garnement,
garnements,['plural']
garnison,
garnisons,['plural']
garnissage,
garnissages,['plural']
garnisseur,
garnisseurs,['plural']
garnisseuse,['feminine']
garnisseuses,['plural']
garniture,
garnitures,['plural']
garniérite,
garniérites,['plural']
garofier,
garofiers,['plural']
garou,
garoupe,
garoupes,['plural']
garous,['plural']
garrigue,
garrigues,['plural']
garrot,
garrots,['plural']
gars,['plural']
garçon,
garçon d'honneur,
garçon de café,
garçon de salle,
garçon manqué,
garçonne,
garçonnes,['plural']
garçonnet,
garçonnets,['plural']
garçonnière,
garçonnières,['plural']
garçons,['plural']
garçons d'honneur,['plural']
garçons de café,['plural']
garçons de salle,['plural']
garçons manqués,['plural']
gascon,
gasconisme,
gasconismes,['plural']
gasconne,
gasconnes,['plural']
gasconnisme,
gasconnismes,['plural']
gasoil,
gasoils,['plural']
gaspacho,
gaspachos,['plural']
